PLAYER_ID,RANK,PLAYER,TEAM_ID,TEAM,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,EFF,AST_TOV,STL_TOV,Season
76804,1,George Gervin,1610612759,SAN,79,2817,993,1987,0.5,10,36,0.278,555,642,0.864,138,254,392,187,77,45,210,215,2551,1961,0.89,0.37,1981
77449,2,Moses Malone,1610612745,HOU,81,3398,945,1822,0.519,0,6,0.0,630,827,0.762,558,630,1188,142,76,125,294,208,2520,2683,0.48,0.26,1981
76504,3,Adrian Dantley,1610612762,UTH,81,3222,904,1586,0.57,1,3,0.333,648,818,0.792,231,283,514,324,95,14,299,252,2457,2253,1.08,0.32,1981
76673,4,Alex English,1610612743,DEN,82,3015,855,1553,0.551,0,8,0.0,372,443,0.84,210,348,558,433,87,120,261,261,2082,2250,1.66,0.33,1981
76681,5,Julius Erving,1610612755,PHL,81,2789,780,1428,0.546,3,11,0.273,411,539,0.763,220,337,557,319,161,141,214,229,1974,2162,1.49,0.75,1981
78549,6,Gus Williams,1610612760,SEA,80,2876,773,1592,0.486,9,40,0.225,320,436,0.734,92,152,244,549,172,36,197,163,1875,1744,2.79,0.87,1981
77097,7,Dan Issel,1610612743,DEN,81,2472,651,1236,0.527,4,6,0.667,546,655,0.834,174,434,608,179,67,55,169,245,1852,1898,1.06,0.4,1981
77264,8,Bernard King,1610612744,GOS,79,2861,740,1307,0.566,1,5,0.2,352,499,0.705,140,329,469,282,78,23,267,285,1833,1704,1.06,0.29,1981
76003,9,Kareem Abdul-Jabbar,1610612747,LAL,76,2677,753,1301,0.579,0,3,0.0,312,442,0.706,172,487,659,225,63,207,230,224,1818,2064,0.98,0.27,1981
76753,10,World Free,1610612744,GOS,78,2796,650,1452,0.448,10,56,0.179,479,647,0.74,118,130,248,419,71,8,208,222,1789,1357,2.01,0.34,1981
78369,11,Kelly Tripucka,1610612765,DET,82,3077,636,1281,0.496,5,22,0.227,495,621,0.797,219,224,443,270,89,16,280,241,1772,1539,0.96,0.32,1981
1449,12,Larry Bird,1610612738,BOS,77,2923,711,1414,0.503,11,52,0.212,328,380,0.863,200,637,837,447,143,66,254,244,1761,2245,1.76,0.56,1981
78404,13,Kiki Vandeweghe,1610612743,DEN,82,2775,706,1260,0.56,1,13,0.077,347,405,0.857,149,312,461,247,52,29,189,217,1760,1748,1.31,0.28,1981
78532,14,Jamaal Wilkes,1610612747,LAL,82,2906,744,1417,0.525,0,4,0.0,246,336,0.732,153,240,393,143,89,24,164,240,1734,1456,0.87,0.54,1981
78418,15,Jay Vincent,1610612742,DAL,81,2626,719,1448,0.497,1,4,0.25,293,409,0.716,182,383,565,176,89,21,194,308,1732,1544,0.91,0.46,1981
78571,17,Ray Williams,1610612751,NJN,82,2732,639,1383,0.462,9,54,0.167,387,465,0.832,117,208,325,488,199,43,290,302,1674,1617,1.68,0.69,1981
78331,18,Mychal Thompson,1610612757,POR,79,3129,681,1303,0.523,0,0,0.0,280,446,0.628,258,663,921,319,69,107,245,233,1642,2025,1.3,0.28,1981
78149,19,Jack Sikma,1610612760,SEA,82,3049,581,1212,0.479,2,13,0.154,447,523,0.855,223,815,1038,277,102,107,213,268,1611,2215,1.3,0.48,1981
305,20,Robert Parish,1610612738,BOS,80,2534,669,1235,0.542,0,0,0.0,252,355,0.71,288,578,866,140,68,192,221,267,1590,1966,0.63,0.31,1981
76890,21,Darrell Griffith,1610612762,UTH,80,2597,689,1429,0.482,15,52,0.288,189,271,0.697,128,177,305,187,95,34,193,213,1582,1188,0.97,0.49,1981
77626,22,Sidney Moncrief,1610612749,MIL,80,2980,556,1063,0.523,1,14,0.071,468,573,0.817,221,313,534,382,138,22,208,206,1581,1837,1.84,0.66,1981
77141,23,Dennis Johnson,1610612756,PHX,80,2937,577,1228,0.47,8,42,0.19,399,495,0.806,142,268,410,369,105,55,233,253,1561,1520,1.58,0.45,1981
77819,24,Jim Paxson,1610612757,POR,82,2756,662,1259,0.526,8,35,0.229,220,287,0.767,75,146,221,276,129,12,144,159,1552,1382,1.92,0.9,1981
600014,25,Artis Gilmore,1610612741,CHI,82,2796,546,837,0.652,1,1,1.0,424,552,0.768,224,611,835,136,49,220,227,287,1517,2111,0.6,0.22,1981
1381,26,John Long,1610612765,DET,69,2211,637,1294,0.492,2,15,0.133,238,275,0.865,95,162,257,148,65,25,167,173,1514,1148,0.89,0.39,1981
78310,27,Reggie Theus,1610612741,CHI,82,2838,560,1194,0.469,25,100,0.25,363,449,0.808,115,197,312,476,87,16,277,243,1508,1402,1.72,0.31,1981
76091,28,Greg Ballard,1610612764,WAS,79,2946,621,1307,0.475,9,22,0.409,235,283,0.83,136,497,633,250,137,22,119,204,1486,1675,2.1,1.15,1981
