PLAYER_ID,RANK,PLAYER,TEAM_ID,TEAM,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,EFF,AST_TOV,STL_TOV,Season
764,1,David Robinson,1610612759,SAN,80,3241,840,1658,0.507,10,29,0.345,693,925,0.749,241,614,855,381,139,265,253,228,2383,2720,1.51,0.55,1993
406,2,Shaquille O'Neal,1610612753,ORL,81,3224,953,1591,0.599,0,2,0.0,471,850,0.554,384,688,1072,195,76,231,222,281,2377,2712,0.88,0.34,1993
165,3,Hakeem Olajuwon,1610612745,HOU,80,3277,894,1694,0.528,8,19,0.421,388,542,0.716,229,726,955,287,128,297,271,289,2184,2626,1.06,0.47,1993
252,4,Karl Malone,1610612762,UTH,82,3329,772,1552,0.497,8,32,0.25,511,736,0.694,235,705,940,328,125,126,234,268,2063,2343,1.4,0.53,1993
121,5,Patrick Ewing,1610612752,NYK,79,2972,745,1503,0.496,4,14,0.286,445,582,0.765,219,666,885,179,90,217,260,275,1939,2155,0.69,0.35,1993
1122,6,Dominique Wilkins,1610612746,LAC,74,2635,698,1588,0.44,85,295,0.288,442,522,0.847,182,299,481,169,92,30,172,126,1923,1553,0.98,0.54,1993
782,7,Mitch Richmond,1610612758,SAC,78,2897,635,1428,0.445,127,312,0.407,426,511,0.834,70,216,286,313,103,17,216,211,1823,1448,1.45,0.48,1993
84,8,Latrell Sprewell,1610612744,GOS,82,3533,613,1417,0.433,141,391,0.361,353,456,0.774,80,321,401,385,180,76,226,158,1720,1629,1.7,0.8,1993
779,9,Glen Rice,1610612748,MIA,81,2999,663,1421,0.467,132,346,0.382,250,284,0.88,76,358,434,184,110,32,130,186,1708,1546,1.42,0.85,1993
361,10,Clifford Robinson,1610612757,POR,82,2853,641,1404,0.457,13,53,0.245,352,460,0.765,164,386,550,159,118,111,169,263,1647,1545,0.94,0.7,1993
937,11,Scottie Pippen,1610612741,CHI,72,2759,627,1278,0.491,63,197,0.32,270,409,0.66,173,456,629,403,211,58,232,227,1587,1866,1.74,0.91,1993
754,12,Jim Jackson,1610612742,DAL,82,3066,637,1432,0.445,17,60,0.283,285,347,0.821,169,219,388,374,87,25,334,161,1576,1259,1.12,0.26,1993
397,13,Reggie Miller,1610612754,IND,79,2638,524,1042,0.503,123,292,0.421,403,444,0.908,30,182,212,248,119,24,175,193,1574,1443,1.42,0.68,1993
934,14,Derrick Coleman,1610612751,NJN,77,2778,541,1209,0.447,38,121,0.314,439,567,0.774,262,608,870,262,68,142,208,209,1559,1897,1.26,0.33,1993
72,15,Kenny Anderson,1610612751,NJN,82,3135,576,1381,0.417,40,132,0.303,346,423,0.818,89,233,322,784,158,15,266,201,1538,1669,2.95,0.59,1993
788,16,Kevin Willis,1610612737,ATL,80,2867,627,1257,0.499,9,24,0.375,268,376,0.713,335,628,963,150,79,38,188,250,1531,1835,0.8,0.42,1993
469,17,Jamal Mashburn,1610612742,DAL,79,2896,561,1382,0.406,85,299,0.284,306,438,0.699,107,246,353,266,89,14,245,205,1513,1037,1.09,0.36,1993
166,18,Ron Harper,1610612746,LAC,75,2856,569,1335,0.426,71,236,0.301,299,418,0.715,129,331,460,344,144,54,242,167,1508,1383,1.42,0.59,1993
221,19,Clar. Weatherspoon,1610612755,PHL,82,3147,602,1246,0.483,4,17,0.235,298,430,0.693,254,578,832,192,100,116,195,152,1506,1775,0.98,0.51,1993
51,20,Mahmoud Abdul-Rauf,1610612743,DEN,80,2617,588,1279,0.46,42,133,0.316,219,229,0.956,27,141,168,362,82,10,151,150,1437,1207,2.4,0.54,1993
431,21,Shawn Kemp,1610612760,SEA,79,2597,533,990,0.538,1,4,0.25,364,491,0.741,312,539,851,207,142,166,259,312,1431,1954,0.8,0.55,1993
393,22,Rod Strickland,1610612757,POR,82,2889,528,1093,0.483,2,10,0.2,353,471,0.749,122,248,370,740,147,24,257,171,1411,1752,2.88,0.57,1993
247,23,Joe Dumars,1610612765,DET,69,2591,505,1118,0.452,124,320,0.388,276,330,0.836,35,116,151,261,63,4,159,118,1410,1063,1.64,0.4,1993
330,24,Danny Manning,1610612737,ATL,68,2520,586,1201,0.488,3,17,0.176,228,341,0.669,131,334,465,261,99,82,233,260,1403,1349,1.12,0.42,1993
787,25,Charles Barkley,1610612756,PHX,65,2298,518,1046,0.495,48,178,0.27,318,452,0.704,198,529,727,296,101,37,206,160,1402,1695,1.44,0.49,1993
371,26,Terry Mills,1610612765,DET,80,2773,588,1151,0.511,24,73,0.329,181,227,0.797,193,479,672,177,64,62,153,309,1381,1594,1.16,0.42,1993
931,27,Don MacLean,1610612764,WAS,75,2487,517,1030,0.502,3,21,0.143,328,398,0.824,140,327,467,160,47,22,152,169,1365,1326,1.05,0.31,1993
56,28,Gary Payton,1610612760,SEA,82,2881,584,1159,0.504,15,54,0.278,166,279,0.595,105,164,269,494,188,19,173,227,1349,1458,2.85,1.09,1993
120,29,Steven Smith,1610612748,MIA,78,2776,491,1076,0.456,91,262,0.347,273,327,0.835,156,196,352,394,84,35,202,217,1346,1370,1.95,0.42,1993
134,30,Kevin Johnson,1610612756,PHX,67,2449,477,980,0.487,6,27,0.222,380,464,0.819,55,112,167,637,125,10,235,127,1340,1457,2.71,0.53,1993
209,31,Dell Curry,1610612766,CHH,82,2173,533,1171,0.455,152,378,0.402,117,134,0.873,71,191,262,221,98,27,120,161,1335,1168,1.84,0.82,1993
185,32,Chris Webber,1610612744,GOS,76,2438,572,1037,0.552,0,14,0.0,189,355,0.532,305,389,694,272,93,164,206,247,1333,1719,1.32,0.45,1993
339,32,Tom Gugliotta,1610612764,WAS,78,2795,540,1159,0.466,40,148,0.27,213,311,0.685,189,539,728,276,172,51,247,174,1333,1596,1.12,0.7,1993
105,34,Dan Majerle,1610612756,PHX,80,3207,476,1138,0.418,192,503,0.382,176,238,0.739,120,229,349,275,129,43,137,153,1320,1255,2.01,0.94,1993
47,35,Wayman Tisdale,1610612758,SAC,79,2557,552,1102,0.501,0,0,0.0,215,266,0.808,159,401,560,139,37,52,124,290,1319,1382,1.12,0.3,1993
899,36,Mark Price,1610612739,CLE,76,2386,480,1005,0.478,118,297,0.397,238,268,0.888,39,189,228,589,103,11,189,93,1316,1503,3.12,0.55,1993
358,37,Anfernee Hardaway,1610612753,ORL,82,3015,509,1092,0.466,50,187,0.267,245,330,0.742,192,247,439,544,190,51,292,205,1313,1577,1.86,0.65,1993
375,37,Isaiah Rider,1610612750,MIN,79,2415,522,1115,0.468,54,150,0.36,215,265,0.811,118,197,315,202,54,28,218,194,1313,1051,0.93,0.25,1993
17,39,Clyde Drexler,1610612757,POR,68,2334,473,1105,0.428,71,219,0.324,286,368,0.777,154,291,445,333,98,34,167,202,1303,1332,1.99,0.59,1993
297,40,Alonzo Mourning,1610612766,CHH,60,2018,427,845,0.505,0,2,0.0,433,568,0.762,177,433,610,86,27,188,199,207,1287,1446,0.43,0.14,1993
98,41,Nick Anderson,1610612753,ORL,81,2811,504,1054,0.478,101,314,0.322,168,250,0.672,113,363,476,294,134,33,165,148,1277,1417,1.78,0.81,1993
204,42,Jeff Hornacek,1610612762,UTH,80,2820,472,1004,0.47,70,208,0.337,260,296,0.878,60,219,279,419,127,13,171,186,1274,1373,2.45,0.74,1993
117,43,Jeff Malone,1610612755,PHL,77,2560,525,1081,0.486,7,12,0.583,205,247,0.83,51,148,199,125,40,5,85,123,1262,948,1.47,0.47,1993
785,44,Eric Murdock,1610612749,MIL,82,2533,477,1019,0.468,69,168,0.411,234,288,0.813,91,170,261,546,197,12,206,189,1257,1471,2.65,0.96,1993
304,45,John Stockton,1610612762,UTH,82,2969,458,868,0.528,48,149,0.322,272,338,0.805,72,186,258,1031,199,22,266,236,1236,2004,3.88,0.75,1993
22,46,Rik Smits,1610612754,IND,78,2113,493,923,0.534,0,1,0.0,238,300,0.793,135,348,483,156,49,82,151,281,1224,1351,1.03,0.33,1993
111,47,LaPhonso Ellis,1610612743,DEN,79,2699,483,963,0.502,7,23,0.304,242,359,0.674,220,462,682,167,63,80,172,304,1215,1438,0.97,0.37,1993
769,48,B.J. Armstrong,1610612741,CHI,82,2770,479,1007,0.476,60,135,0.444,194,227,0.855,28,142,170,323,80,9,131,147,1212,1102,2.47,0.61,1993
96,48,Detlef Schrempf,1610612760,SEA,81,2728,445,903,0.493,22,68,0.324,300,390,0.769,144,310,454,275,73,9,173,273,1212,1302,1.59,0.42,1993
278,48,Stacey Augmon,1610612737,ATL,82,2605,439,861,0.51,1,7,0.143,333,436,0.764,178,216,394,187,149,45,147,179,1212,1315,1.27,1.01,1993
129,51,Dino Radja,1610612738,BOS,80,2303,491,942,0.521,0,1,0.0,226,301,0.751,191,386,577,114,70,67,149,276,1208,1361,0.77,0.47,1993
920,52,A.C. Green,1610612756,PHX,82,2825,465,926,0.502,8,35,0.229,266,362,0.735,275,478,753,137,70,38,100,142,1204,1545,1.37,0.7,1993
244,53,Dee Brown,1610612738,BOS,77,2867,490,1021,0.48,30,96,0.313,182,219,0.831,63,237,300,347,156,47,126,207,1192,1348,2.75,1.24,1993
182,54,Billy Owens,1610612744,GOS,79,2738,492,971,0.507,3,15,0.2,199,326,0.61,230,410,640,326,83,60,214,269,1186,1475,1.52,0.39,1993
765,55,Hersey Hawkins,1610612766,CHH,82,2648,395,859,0.46,78,235,0.332,312,362,0.862,89,288,377,216,135,22,158,167,1180,1258,1.37,0.85,1993
363,56,Christian Laettner,1610612750,MIN,70,2428,396,883,0.448,6,25,0.24,375,479,0.783,160,442,602,307,87,86,259,264,1173,1405,1.19,0.34,1993
107,57,Dale Ellis,1610612759,SAN,77,2590,478,967,0.494,131,332,0.395,83,107,0.776,70,185,255,80,66,11,75,141,1170,994,1.07,0.88,1993
786,57,Gerald Wilkins,1610612739,CLE,82,2768,446,975,0.457,84,212,0.396,194,250,0.776,106,197,303,255,105,38,131,186,1170,1155,1.95,0.8,1993
901,59,Otis Thorpe,1610612745,HOU,82,2909,449,801,0.561,0,2,0.0,251,382,0.657,271,599,870,189,66,28,185,253,1149,1634,1.02,0.36,1993
236,60,Kevin Edwards,1610612751,NJN,82,2727,471,1028,0.458,35,99,0.354,167,217,0.77,94,187,281,232,120,34,135,150,1144,1069,1.72,0.89,1993
1489,61,Lionel Simmons,1610612758,SAC,75,2702,436,996,0.438,6,17,0.353,251,323,0.777,168,394,562,305,104,50,183,189,1129,1335,1.67,0.57,1993
124,62,Vlade Divac,1610612747,LAL,79,2685,453,895,0.506,9,47,0.191,208,303,0.686,282,569,851,307,92,112,191,288,1123,1757,1.61,0.48,1993
317,63,John Starks,1610612752,NYK,59,2057,410,977,0.42,113,337,0.335,187,248,0.754,37,148,185,348,95,6,184,191,1120,942,1.89,0.52,1993
302,64,Mookie Blaylock,1610612737,ATL,81,2915,444,1079,0.411,114,341,0.334,116,159,0.73,117,307,424,789,212,44,196,144,1118,1713,4.03,1.08,1993
383,65,Kendall Gill,1610612760,SEA,79,2435,429,969,0.443,38,120,0.317,215,275,0.782,91,177,268,275,151,32,143,194,1111,1094,1.92,1.06,1993
452,66,Vin Baker,1610612749,MIL,82,2560,435,869,0.501,1,5,0.2,234,411,0.569,277,344,621,163,60,114,162,231,1105,1290,1.01,0.37,1993
89,67,Nick Van Exel,1610612747,LAL,81,2700,413,1049,0.394,123,364,0.338,150,192,0.781,47,191,238,466,85,8,145,154,1099,1073,3.21,0.59,1993
364,68,Rex Chapman,1610612764,WAS,60,2025,431,865,0.498,64,165,0.388,168,206,0.816,57,89,146,185,59,8,117,83,1094,903,1.58,0.5,1993
938,69,Rony Seikaly,1610612748,MIA,72,2410,392,803,0.488,0,2,0.0,304,422,0.72,244,496,740,136,59,100,195,279,1088,1399,0.7,0.3,1993
344,70,Dana Barros,1610612755,PHL,81,2519,412,878,0.469,135,354,0.381,116,145,0.8,28,168,196,424,107,5,167,96,1075,1145,2.54,0.64,1993
199,71,Reggie Williams,1610612743,DEN,82,2654,418,1014,0.412,64,230,0.278,165,225,0.733,98,294,392,300,117,66,163,288,1065,1121,1.84,0.72,1993
270,72,Horace Grant,1610612741,CHI,70,2570,460,878,0.524,0,6,0.0,137,230,0.596,306,463,769,236,74,84,109,164,1057,1600,2.17,0.68,1993
28,73,Doug West,1610612750,MIN,72,2182,434,891,0.487,1,8,0.125,187,231,0.81,61,170,231,172,65,24,137,236,1056,910,1.25,0.47,1993
192,74,Dennis Scott,1610612753,ORL,82,2283,384,949,0.405,155,388,0.399,123,159,0.774,54,164,218,216,81,32,93,161,1046,899,2.32,0.87,1993
904,75,Chris Mullin,1610612744,GOS,62,2324,410,869,0.472,55,151,0.364,165,219,0.753,64,281,345,315,107,53,178,114,1040,1169,1.77,0.6,1993
73,75,Hot Rod Williams,1610612739,CLE,76,2660,394,825,0.478,0,0,0.0,252,346,0.728,207,368,575,193,78,130,139,219,1040,1352,1.39,0.56,1993
428,75,Sherman Douglas,1610612738,BOS,78,2789,425,919,0.462,13,56,0.232,177,276,0.641,70,123,193,683,89,11,233,171,1040,1190,2.93,0.38,1993
179,78,Bryant Stith,1610612743,DEN,82,2853,365,811,0.45,2,9,0.222,291,351,0.829,119,230,349,199,116,16,131,165,1023,1066,1.52,0.89,1993
137,78,Vernon Maxwell,1610612745,HOU,75,2571,380,976,0.389,120,403,0.298,143,191,0.749,42,187,229,380,125,20,185,143,1023,948,2.05,0.68,1993
76,80,Cedric Ceballos,1610612756,PHX,53,1602,425,795,0.535,0,9,0.0,160,221,0.724,153,191,344,91,59,23,93,124,1010,1003,0.98,0.63,1993
345,80,Terry Porter,1610612757,POR,77,2074,348,836,0.416,110,282,0.39,204,234,0.872,45,170,215,401,79,18,166,132,1010,1039,2.42,0.48,1993
892,82,Spud Webb,1610612758,SAC,79,2567,373,810,0.46,55,164,0.335,204,251,0.813,44,178,222,528,93,23,168,182,1005,1219,3.14,0.55,1993
64,83,Sam Perkins,1610612760,SEA,81,2170,341,779,0.438,99,270,0.367,218,272,0.801,120,246,366,111,67,31,103,197,999,979,1.08,0.65,1993
87,84,Dikembe Mutombo,1610612743,DEN,82,2853,365,642,0.569,0,1,0.0,256,439,0.583,286,685,971,127,59,336,206,262,986,1813,0.62,0.29,1993
80,85,Ken Norman,1610612749,MIL,82,2539,412,919,0.448,63,189,0.333,92,183,0.503,169,331,500,222,58,46,150,209,979,1057,1.48,0.39,1993
52,86,Micheal Williams,1610612750,MIN,71,2206,314,687,0.457,10,45,0.222,333,397,0.839,67,154,221,512,118,24,203,193,971,1206,2.52,0.58,1993
288,87,Armen Gilliam,1610612751,NJN,82,1969,348,682,0.51,0,1,0.0,274,361,0.759,197,303,500,69,38,61,106,129,970,1111,0.65,0.36,1993
891,88,Charles Oakley,1610612752,NYK,82,2932,363,760,0.478,0,3,0.0,243,313,0.776,349,616,965,218,110,18,193,293,969,1620,1.13,0.57,1993
103,89,Todd Day,1610612749,MIL,76,2127,351,845,0.415,33,148,0.223,231,331,0.698,115,195,310,138,103,52,129,221,966,846,1.07,0.8,1993
9,90,Sedale Threatt,1610612747,LAL,81,2278,411,852,0.482,5,33,0.152,138,155,0.89,28,125,153,344,110,19,106,186,965,1027,3.25,1.04,1993
335,91,Willie Anderson,1610612759,SAN,80,2488,394,837,0.471,22,68,0.324,145,171,0.848,68,174,242,347,71,46,153,187,955,1039,2.27,0.46,1993
898,92,Blue Edwards,1610612749,MIL,82,2322,382,800,0.478,38,106,0.358,151,189,0.799,104,225,329,171,83,27,146,235,953,961,1.17,0.57,1993
78615,93,Orlando Woolridge,1610612755,PHL,74,1955,364,773,0.471,1,14,0.071,208,302,0.689,103,195,298,139,41,56,142,186,937,826,0.98,0.29,1993
783,94,Frank Brickowski,1610612766,CHH,71,2094,368,754,0.488,4,20,0.2,195,254,0.768,85,319,404,222,80,27,181,242,935,1042,1.23,0.44,1993
922,95,Elden Campbell,1610612747,LAL,76,2253,373,808,0.462,0,2,0.0,188,273,0.689,167,352,519,86,64,146,98,241,934,1131,0.88,0.65,1993
1365,96,Xavier McDaniel,1610612738,BOS,82,1971,387,839,0.461,10,41,0.244,144,213,0.676,142,258,400,126,48,39,116,193,928,904,1.09,0.41,1993
365,97,Derrick McKey,1610612754,IND,76,2613,355,710,0.5,9,31,0.29,192,254,0.756,129,273,402,327,111,49,228,248,911,1155,1.43,0.49,1993
181,98,Kenny Smith,1610612745,HOU,78,2209,341,711,0.48,89,220,0.405,135,155,0.871,24,114,138,327,59,4,126,121,906,918,2.6,0.47,1993
456,99,Chuck Person,1610612750,MIN,77,2029,356,843,0.422,100,272,0.368,82,108,0.759,55,198,253,185,45,12,121,164,894,755,1.53,0.37,1993
1472,100,Tom Chambers,1610612762,UTH,80,1838,329,748,0.44,14,45,0.311,221,281,0.786,87,239,326,79,40,32,89,232,893,802,0.89,0.45,1993
422,101,Avery Johnson,1610612744,GOS,82,2332,356,724,0.492,0,12,0.0,178,253,0.704,41,135,176,433,113,8,172,160,890,1005,2.52,0.66,1993
296,102,Rick Fox,1610612738,BOS,82,2096,340,728,0.467,33,100,0.33,174,230,0.757,105,250,355,217,81,52,158,244,887,990,1.37,0.51,1993
251,103,Sean Elliott,1610612765,DET,73,2409,360,791,0.455,26,87,0.299,139,173,0.803,68,195,263,197,54,27,129,174,885,832,1.53,0.42,1993
919,104,Loy Vaught,1610612746,LAC,75,2118,373,695,0.537,0,5,0.0,131,182,0.72,218,438,656,74,76,22,96,221,877,1236,0.77,0.79,1993
305,105,Robert Parish,1610612738,BOS,74,1987,356,725,0.491,0,0,0.0,154,208,0.74,141,401,542,82,42,96,108,190,866,1097,0.76,0.39,1993
349,106,Mark Jackson,1610612746,LAC,79,2711,331,732,0.452,36,127,0.283,167,211,0.791,107,241,348,678,120,6,232,115,865,1340,2.92,0.52,1993
333,107,Kevin Gamble,1610612738,BOS,75,1880,368,804,0.458,25,103,0.243,103,126,0.817,41,118,159,149,57,22,77,134,864,715,1.94,0.74,1993
78318,108,Isiah Thomas,1610612765,DET,58,1750,318,763,0.417,39,126,0.31,181,258,0.702,46,113,159,399,68,6,202,126,856,764,1.98,0.34,1993
149,109,Michael Adams,1610612764,WAS,70,2337,285,698,0.408,55,191,0.288,224,270,0.83,37,146,183,480,96,6,167,140,849,988,2.87,0.57,1993
921,110,Brad Daugherty,1610612739,CLE,50,1838,296,606,0.488,0,0,0.0,256,326,0.785,128,380,508,149,41,36,110,145,848,1092,1.35,0.37,1993
283,111,Lindsey Hunter,1610612765,DET,82,2172,335,893,0.375,69,207,0.333,104,142,0.732,47,142,189,390,121,10,184,174,843,773,2.12,0.66,1993
698,112,Eddie Johnson,1610612766,CHH,73,1460,339,738,0.459,59,150,0.393,99,127,0.78,80,144,224,125,36,8,84,143,836,718,1.49,0.43,1993
177,113,Muggsy Bogues,1610612766,CHH,77,2746,354,751,0.471,2,12,0.167,125,155,0.806,78,235,313,780,133,2,171,147,835,1465,4.56,0.78,1993
913,114,Larry Johnson,1610612766,CHH,51,1757,346,672,0.515,5,21,0.238,137,197,0.695,143,305,448,184,29,14,116,131,834,1007,1.59,0.25,1993
271,115,Johnny Newman,1610612751,NJN,81,1697,313,664,0.471,24,90,0.267,182,225,0.809,86,94,180,72,69,27,90,196,832,696,0.8,0.77,1993
378,116,Craig Ehlo,1610612737,ATL,82,2147,316,708,0.446,77,221,0.348,112,154,0.727,71,208,279,273,136,26,130,161,821,971,2.1,1.05,1993
101,117,Scott Skiles,1610612753,ORL,82,2303,276,644,0.429,68,165,0.412,195,222,0.878,42,147,189,503,47,2,193,171,815,968,2.61,0.24,1993
389,118,Toni Kukoc,1610612741,CHI,75,1808,313,726,0.431,32,118,0.271,156,210,0.743,98,199,297,252,81,33,167,122,814,843,1.51,0.48,1993
1460,119,James Worthy,1610612747,LAL,80,1597,340,838,0.406,32,111,0.288,100,135,0.741,48,133,181,154,45,18,97,80,812,580,1.59,0.46,1993
109,120,Robert Horry,1610612745,HOU,81,2370,322,702,0.459,44,136,0.324,115,157,0.732,128,312,440,231,119,75,137,186,803,1109,1.69,0.87,1993
265,121,Harvey Grant,1610612757,POR,77,2112,356,774,0.46,2,7,0.286,84,131,0.641,109,242,351,107,70,49,56,179,798,854,1.91,1.25,1993
157,122,Derek Harper,1610612752,NYK,82,2204,303,744,0.407,73,203,0.36,112,163,0.687,20,121,141,334,125,8,135,163,791,772,2.47,0.93,1993
178,123,Olden Polynice,1610612758,SAC,68,2402,346,662,0.523,0,2,0.0,97,191,0.508,299,510,809,41,42,67,78,189,789,1260,0.53,0.54,1993
3,124,Grant Long,1610612748,MIA,69,2201,300,672,0.446,1,6,0.167,187,238,0.786,190,305,495,170,89,26,125,244,788,1020,1.36,0.71,1993
433,125,Buck Williams,1610612757,POR,81,2636,291,524,0.555,0,1,0.0,201,296,0.679,315,528,843,80,58,47,111,239,783,1372,0.72,0.52,1993
384,126,Calbert Cheaney,1610612764,WAS,65,1604,327,696,0.47,1,23,0.043,124,161,0.77,88,102,190,126,63,10,108,148,779,654,1.17,0.58,1993
219,127,Vinny Del Negro,1610612759,SAN,77,1949,309,634,0.487,15,43,0.349,140,170,0.824,27,134,161,320,64,1,102,168,773,862,3.14,0.63,1993
905,128,Dale Davis,1610612754,IND,66,2292,308,582,0.529,0,1,0.0,155,294,0.527,280,438,718,100,48,106,102,214,771,1228,0.98,0.47,1993
168,129,Chris Mills,1610612739,CLE,79,2022,284,677,0.419,38,122,0.311,137,176,0.778,134,267,401,128,54,50,89,232,743,855,1.44,0.61,1993
894,130,Ricky Pierce,1610612760,SEA,51,1022,272,577,0.471,6,32,0.188,189,211,0.896,29,54,83,91,42,5,64,84,739,569,1.42,0.66,1993
