PLAYER_ID,RANK,PLAYER,TEAM_ID,TEAM,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,EFF,AST_TOV,STL_TOV,Season
76504,1,Adrian Dantley,1610612762,UTH,79,2984,802,1438,0.558,1,4,0.25,813,946,0.859,179,269,448,310,61,4,263,201,2418,2209,1.18,0.23,1983
76016,2,Mark Aguirre,1610612742,DAL,79,2900,925,1765,0.524,15,56,0.268,465,621,0.749,161,308,469,358,80,22,285,246,2330,1978,1.26,0.28,1983
78404,3,Kiki Vandeweghe,1610612743,DEN,78,2734,895,1603,0.558,11,30,0.367,494,580,0.852,84,289,373,238,53,50,156,187,2295,2059,1.53,0.34,1983
76673,4,Alex English,1610612743,DEN,82,2870,907,1714,0.529,1,7,0.143,352,427,0.824,216,248,464,406,83,95,222,252,2167,2111,1.83,0.37,1983
77264,5,Bernard King,1610612752,NYK,77,2667,795,1391,0.572,0,4,0.0,437,561,0.779,123,271,394,164,75,17,197,273,2027,1760,0.83,0.38,1983
76804,6,George Gervin,1610612759,SAN,76,2584,765,1561,0.49,10,24,0.417,427,507,0.842,106,207,313,220,79,47,224,219,1967,1526,0.98,0.35,1983
1449,7,Larry Bird,1610612738,BOS,79,3028,758,1542,0.492,18,73,0.247,374,421,0.888,181,615,796,520,144,69,237,197,1908,2369,2.19,0.61,1983
187,8,Terry Cummings,1610612746,SDC,81,2907,737,1491,0.494,0,3,0.0,380,528,0.72,323,454,777,139,92,57,218,298,1854,1799,0.64,0.42,1983
77615,9,Mike Mitchell,1610612759,SAN,79,2853,779,1597,0.488,6,14,0.429,275,353,0.779,188,382,570,93,62,73,141,251,1839,1600,0.66,0.44,1983
76176,10,Rolando Blackman,1610612742,DAL,81,3025,721,1320,0.546,1,11,0.091,372,458,0.812,124,249,373,288,56,37,169,127,1815,1715,1.7,0.33,1983
78139,11,Purvis Short,1610612744,GOS,79,2945,714,1509,0.473,22,72,0.306,353,445,0.793,184,254,438,246,103,11,228,252,1803,1486,1.08,0.45,1983
698,12,Eddie Johnson,1610612758,KCK,82,2920,753,1552,0.485,20,64,0.313,268,331,0.81,165,290,455,296,76,21,213,266,1794,1567,1.39,0.36,1983
1122,13,Dominique Wilkins,1610612737,ATL,81,2961,684,1429,0.479,0,11,0.0,382,496,0.77,254,328,582,126,117,87,215,197,1750,1588,0.59,0.54,1983
78318,14,Isiah Thomas,1610612765,DET,82,3007,669,1448,0.462,22,65,0.338,388,529,0.733,103,224,327,914,204,33,307,324,1748,1999,2.98,0.66,1983
76681,15,Julius Erving,1610612755,PHL,77,2683,678,1324,0.512,7,21,0.333,364,483,0.754,190,342,532,309,141,139,230,217,1727,1853,1.34,0.61,1983
77819,16,Jim Paxson,1610612757,POR,81,2686,680,1322,0.514,17,59,0.288,345,410,0.841,68,105,173,251,122,10,142,165,1722,1429,1.77,0.86,1983
78055,17,Ralph Sampson,1610612745,HOU,82,2693,716,1369,0.523,1,4,0.25,287,434,0.661,293,620,913,163,70,197,294,339,1720,1969,0.55,0.24,1983
76003,18,Kareem Abdul-Jabbar,1610612747,LAL,80,2622,716,1238,0.578,0,1,0.0,285,394,0.723,169,418,587,211,55,143,221,211,1717,1861,0.95,0.25,1983
76753,19,World Free,1610612739,CLE,75,2375,626,1407,0.445,22,69,0.319,395,504,0.784,89,128,217,226,94,8,154,214,1669,1170,1.47,0.61,1983
78041,20,Jeff Ruland,1610612764,WAS,75,3082,599,1035,0.579,1,7,0.143,466,636,0.733,265,657,922,296,68,72,342,285,1665,2075,0.86,0.2,1983
77626,21,Sidney Moncrief,1610612749,MIL,79,3075,560,1125,0.498,5,18,0.278,529,624,0.848,215,313,528,358,108,27,217,204,1654,1798,1.65,0.5,1983
76353,22,Joe Barry Carroll,1610612744,GOS,80,2962,663,1390,0.477,0,1,0.0,313,433,0.723,235,401,636,198,103,142,268,244,1639,1603,0.74,0.38,1983
