PLAYER_ID,RANK,PLAYER,TEAM_ID,TEAM,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,EFF,AST_TOV,STL_TOV,Season
76673,1,Alex English,1610612743,DEN,81,3024,951,1888,0.504,1,5,0.2,511,593,0.862,192,213,405,320,73,29,249,235,2414,1973,1.28,0.29,1985
1122,2,Dominique Wilkins,1610612737,ATL,78,3049,888,1897,0.468,13,70,0.186,577,705,0.818,261,357,618,206,138,49,251,170,2366,1989,0.82,0.55,1985
76504,3,Adrian Dantley,1610612762,UTH,76,2744,818,1453,0.563,1,11,0.091,630,796,0.791,178,217,395,264,64,4,231,206,2267,1962,1.14,0.28,1985
1449,4,Larry Bird,1610612738,BOS,82,3113,796,1606,0.496,82,194,0.423,441,492,0.896,190,615,805,557,166,51,266,182,2115,2567,2.09,0.62,1985
78404,5,Kiki Vandeweghe,1610612757,POR,79,2791,719,1332,0.54,1,8,0.125,523,602,0.869,92,124,216,187,54,17,177,161,1962,1567,1.06,0.3,1985
77615,6,Mike Mitchell,1610612759,SAN,82,2970,802,1697,0.473,0,12,0.0,317,392,0.809,134,275,409,188,56,25,184,175,1921,1445,1.02,0.3,1985
76003,7,Kareem Abdul-Jabbar,1610612747,LAL,79,2629,755,1338,0.564,0,2,0.0,336,439,0.765,133,345,478,280,67,130,203,248,1846,1912,1.38,0.33,1985
117,8,Jeff Malone,1610612764,WAS,80,2992,735,1522,0.483,3,17,0.176,322,371,0.868,66,222,288,191,70,12,168,180,1795,1352,1.14,0.42,1985
76176,9,Rolando Blackman,1610612742,DAL,82,2787,677,1318,0.514,4,29,0.138,404,483,0.836,88,203,291,271,79,25,189,138,1762,1519,1.43,0.42,1985
77449,10,Moses Malone,1610612755,PHL,74,2706,571,1246,0.458,0,1,0.0,617,784,0.787,339,533,872,90,67,71,261,194,1759,1756,0.34,0.26,1985
76753,11,World Free,1610612739,CLE,75,2535,652,1433,0.455,71,169,0.42,379,486,0.78,72,146,218,314,91,19,172,186,1754,1336,1.83,0.53,1985
76353,12,Joe Barry Carroll,1610612744,GOS,79,2801,650,1404,0.463,0,2,0.0,377,501,0.752,193,477,670,176,101,144,275,277,1677,1615,0.64,0.37,1985
76016,13,Mark Aguirre,1610612742,DAL,74,2501,668,1327,0.503,16,56,0.286,318,451,0.705,177,268,445,339,62,14,252,229,1670,1486,1.34,0.25,1985
78139,14,Purvis Short,1610612744,GOS,64,2427,633,1313,0.482,15,49,0.306,351,406,0.865,126,203,329,237,92,22,184,229,1632,1393,1.29,0.5,1985
187,15,Terry Cummings,1610612749,MIL,82,2669,681,1438,0.474,0,2,0.0,265,404,0.656,222,472,694,193,121,51,191,283,1627,1599,1.01,0.63,1985
78369,16,Kelly Tripucka,1610612765,DET,81,2626,615,1236,0.498,12,25,0.48,380,444,0.856,116,232,348,265,93,10,183,167,1622,1470,1.45,0.51,1985
78318,17,Isiah Thomas,1610612765,DET,77,2790,609,1248,0.488,26,84,0.31,365,462,0.79,83,194,277,830,171,20,289,245,1609,1882,2.87,0.59,1985
77030,18,Roy Hinson,1610612739,CLE,82,2834,621,1167,0.532,0,4,0.0,364,506,0.719,167,472,639,102,62,112,188,316,1606,1645,0.54,0.33,1985
787,19,Charles Barkley,1610612755,PHL,80,2952,595,1041,0.572,17,75,0.227,396,578,0.685,354,672,1026,312,173,125,350,333,1603,2261,0.89,0.49,1985
165,20,Hakeem Olajuwon,1610612745,HOU,68,2467,625,1188,0.526,0,0,0.0,347,538,0.645,333,448,781,137,134,231,195,271,1597,1931,0.7,0.69,1985
1006,21,Herb Williams,1610612754,IND,78,2770,627,1275,0.492,1,12,0.083,294,403,0.73,172,538,710,174,50,184,210,244,1549,1700,0.83,0.24,1985
698,22,Eddie Johnson,1610612758,SAC,82,2514,623,1311,0.475,4,20,0.2,280,343,0.816,173,246,419,214,54,17,191,237,1530,1292,1.12,0.28,1985
77160,23,Marques Johnson,1610612746,LAC,75,2605,613,1201,0.51,1,15,0.067,298,392,0.76,156,260,416,283,107,50,183,214,1525,1516,1.55,0.58,1985
1453,24,Walter Davis,1610612756,PHX,70,2239,624,1287,0.485,18,76,0.237,257,305,0.843,54,149,203,361,99,3,219,153,1523,1259,1.65,0.45,1985
78310,25,Reggie Theus,1610612758,SAC,82,2919,546,1137,0.48,6,35,0.171,405,490,0.827,73,231,304,788,112,20,327,231,1503,1724,2.41,0.34,1985
1460,26,James Worthy,1610612747,LAL,75,2454,629,1086,0.579,0,13,0.0,242,314,0.771,136,251,387,201,82,77,149,195,1500,1569,1.35,0.55,1985
78055,27,Ralph Sampson,1610612745,HOU,79,2864,624,1280,0.488,2,15,0.133,241,376,0.641,258,621,879,283,99,129,285,308,1491,1805,0.99,0.35,1985
77685,28,Larry Nance,1610612756,PHX,73,2484,582,1001,0.581,0,8,0.0,310,444,0.698,169,449,618,240,70,130,210,247,1474,1769,1.14,0.33,1985
77626,29,Sidney Moncrief,1610612749,MIL,73,2567,470,962,0.489,33,103,0.32,498,580,0.859,115,219,334,357,103,18,174,178,1471,1535,2.05,0.59,1985
77986,30,Cliff T. Robinson,1610612764,WAS,78,2563,595,1255,0.474,1,3,0.333,269,353,0.762,180,500,680,186,98,44,206,217,1460,1518,0.9,0.48,1985
1450,31,Kevin McHale,1610612738,BOS,68,2397,561,978,0.574,0,0,0.0,326,420,0.776,171,380,551,181,29,134,149,192,1448,1683,1.22,0.2,1985
78615,31,Orlando Woolridge,1610612741,CHI,70,2248,540,1090,0.495,4,23,0.174,364,462,0.788,150,200,350,213,49,47,174,186,1448,1285,1.22,0.28,1985
76726,33,Sleepy Floyd,1610612744,GOS,82,2764,510,1007,0.506,39,119,0.328,351,441,0.796,76,221,297,746,157,16,290,199,1410,1749,2.57,0.54,1985
1365,34,Xavier McDaniel,1610612760,SEA,82,2706,576,1176,0.49,2,10,0.2,250,364,0.687,307,348,655,193,101,37,248,305,1404,1428,0.78,0.41,1985
926,35,Alvin Robertson,1610612759,SAN,82,2878,562,1093,0.514,8,29,0.276,260,327,0.795,184,332,516,448,301,40,256,296,1392,1843,1.75,1.18,1985
17,36,Clyde Drexler,1610612757,POR,75,2576,542,1142,0.475,12,60,0.2,293,381,0.769,171,250,421,600,197,46,282,270,1389,1683,2.13,0.7,1985
77395,37,Lewis Lloyd,1610612745,HOU,82,2444,592,1119,0.529,3,14,0.214,199,236,0.843,155,169,324,300,102,24,194,216,1386,1378,1.55,0.53,1985
78149,38,Jack Sikma,1610612760,SEA,80,2790,508,1100,0.462,0,13,0.0,355,411,0.864,146,602,748,301,92,73,214,293,1371,1723,1.41,0.43,1985
100263,39,Bill Laimbeer,1610612765,DET,82,2891,545,1107,0.492,4,14,0.286,266,319,0.834,305,770,1075,146,59,65,133,291,1360,1957,1.1,0.44,1985
77142,40,Magic Johnson,1610612747,LAL,72,2578,483,918,0.526,10,43,0.233,378,434,0.871,85,341,426,907,113,16,273,133,1354,2052,3.32,0.41,1985
76681,41,Julius Erving,1610612755,PHL,74,2474,521,1085,0.48,9,32,0.281,289,368,0.785,169,201,370,248,113,82,214,196,1340,1296,1.16,0.53,1985
76826,42,Mike Gminski,1610612751,NJN,81,2525,491,949,0.517,0,1,0.0,351,393,0.893,206,462,668,133,56,71,140,163,1333,1621,0.95,0.4,1985
76804,43,George Gervin,1610612741,CHI,82,2065,519,1100,0.472,4,19,0.211,283,322,0.879,78,137,215,144,49,23,161,210,1325,975,0.89,0.3,1985
