PLAYER_ID,RANK,PLAYER,TEAM_ID,TEAM,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,EFF,AST_TOV,STL_TOV,Season
76504,1,Adrian Dantley,1610612762,UTH,80,3417,909,1627,0.559,2,7,0.286,632,784,0.806,192,317,509,322,109,18,282,245,2452,2258,1.14,0.39,1980
77449,2,Moses Malone,1610612745,HOU,80,3245,806,1545,0.522,1,3,0.333,609,804,0.757,474,706,1180,141,83,150,308,223,2222,2534,0.46,0.27,1980
76804,3,George Gervin,1610612759,SAN,82,2765,850,1729,0.492,9,35,0.257,512,620,0.826,126,293,419,260,94,56,251,212,2221,1812,1.04,0.38,1980
76003,4,Kareem Abdul-Jabbar,1610612747,LAL,80,2976,836,1457,0.574,0,1,0.0,423,552,0.766,197,624,821,272,59,228,249,244,2095,2476,1.09,0.24,1980
76681,5,Julius Erving,1610612755,PHL,82,2874,794,1524,0.521,4,18,0.222,422,536,0.787,244,413,657,364,173,147,266,233,2014,2245,1.37,0.65,1980
77615,6,Mike Mitchell,1610612739,CLE,82,3194,853,1791,0.476,4,9,0.444,302,385,0.784,215,287,502,139,63,52,175,199,2012,1572,0.79,0.36,1980
78326,7,David Thompson,1610612743,DEN,77,2620,734,1451,0.506,10,39,0.256,489,615,0.795,107,180,287,231,53,60,250,231,1967,1505,0.92,0.21,1980
76673,8,Alex English,1610612743,DEN,81,3093,768,1555,0.494,3,5,0.6,390,459,0.85,273,373,646,290,106,100,241,255,1929,1974,1.2,0.44,1980
78532,9,Jamaal Wilkes,1610612747,LAL,81,3028,786,1495,0.526,1,13,0.077,254,335,0.758,146,289,435,235,121,29,207,223,1827,1650,1.14,0.58,1980
77264,10,Bernard King,1610612744,GOS,81,2914,731,1244,0.588,2,6,0.333,307,437,0.703,178,373,551,287,72,34,265,304,1771,1807,1.08,0.27,1980
77097,11,Dan Issel,1610612743,DEN,80,2641,614,1220,0.503,2,12,0.167,519,684,0.759,229,447,676,158,83,53,130,249,1749,1818,1.22,0.64,1980
76170,12,Otis Birdsong,1610612758,KCK,71,2593,710,1306,0.544,10,35,0.286,317,455,0.697,119,139,258,233,93,18,173,172,1747,1442,1.35,0.54,1980
1449,13,Larry Bird,1610612738,BOS,82,3239,719,1503,0.478,20,74,0.27,283,328,0.863,191,704,895,451,161,63,289,239,1741,2193,1.56,0.56,1980
77710,14,Mike Newlin,1610612751,NJN,79,2911,632,1272,0.497,10,30,0.333,414,466,0.888,78,141,219,299,87,9,248,237,1688,1362,1.21,0.35,1980
76890,15,Darrell Griffith,1610612762,UTH,81,2867,716,1544,0.464,10,52,0.192,229,320,0.716,79,209,288,194,106,40,231,219,1671,1149,0.84,0.46,1980
76362,16,Bill Cartwright,1610612752,NYK,82,2925,619,1118,0.554,0,1,0.0,408,518,0.788,161,452,613,111,48,83,200,259,1646,1692,0.56,0.24,1980
78548,17,Freeman Williams,1610612746,SDC,82,1976,642,1381,0.465,48,141,0.34,253,297,0.852,75,54,129,164,91,5,166,157,1585,1025,0.99,0.55,1980
76753,18,World Free,1610612744,GOS,65,2370,516,1157,0.446,5,31,0.161,528,649,0.814,48,111,159,361,85,11,195,183,1565,1224,1.85,0.44,1980
78571,19,Ray Williams,1610612752,NYK,79,2742,616,1335,0.461,16,68,0.235,312,382,0.817,122,199,321,432,185,37,235,270,1560,1511,1.84,0.79,1980
305,20,Robert Parish,1610612738,BOS,82,2298,635,1166,0.545,0,1,0.0,282,397,0.71,245,532,777,144,81,214,191,310,1552,1931,0.75,0.42,1980
78310,21,Reggie Theus,1610612741,CHI,82,2820,543,1097,0.495,18,90,0.2,445,550,0.809,124,163,287,426,122,20,259,258,1549,1486,1.65,0.47,1980
76353,22,Joe Barry Carroll,1610612744,GOS,82,2919,616,1254,0.491,0,2,0.0,315,440,0.716,274,485,759,117,50,121,243,313,1547,1588,0.48,0.21,1980
77993,23,Truck Robinson,1610612756,PHX,82,3088,647,1280,0.505,0,0,0.0,249,396,0.629,216,573,789,206,68,38,250,220,1543,1614,0.82,0.27,1980
77160,24,Marques Johnson,1610612749,MIL,76,2542,636,1153,0.552,0,9,0.0,269,381,0.706,225,293,518,346,115,41,190,196,1541,1742,1.82,0.6,1980
78482,25,Scott Wedman,1610612758,KCK,81,2902,685,1437,0.477,25,77,0.325,140,204,0.686,128,305,433,226,97,46,161,294,1535,1360,1.4,0.6,1980
78149,26,Jack Sikma,1610612760,SEA,82,2920,595,1311,0.454,0,5,0.0,340,413,0.823,184,668,852,248,78,93,201,282,1530,1811,1.23,0.39,1980
77141,27,Dennis Johnson,1610612756,PHX,79,2615,532,1220,0.436,11,51,0.216,411,501,0.82,160,203,363,291,136,61,208,244,1486,1351,1.4,0.65,1980
600014,28,Artis Gilmore,1610612741,CHI,82,2832,547,816,0.67,0,0,0.0,375,532,0.705,220,608,828,172,47,198,236,295,1469,2052,0.73,0.2,1980
