PLAYER_ID,RANK,PLAYER,TEAM_ID,TEAM,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,EFF,AST_TOV,STL_TOV,TS%,fgadd,tstotal
76504,3,Adrian Dantley,1610612762,UTH,76,2744,818,1453,0.563,1,11,0.091,630,796,0.791,178,217,395,264,64,4,231,206,2267,1962,1.14,0.28,0.6285907588562809,322.58025987755735,2327.042989285952
78404,5,Kiki Vandeweghe,1610612757,POR,79,2791,719,1332,0.54,1,8,0.125,523,602,0.869,92,124,216,187,54,17,177,161,1962,1567,1.06,0.3,0.6143229297129402,237.98990555542423,2006.3786884424628
600014,57,Artis Gilmore,1610612759,SAN,71,2395,423,684,0.618,0,1,0.0,338,482,0.701,166,434,600,102,39,108,186,239,1184,1442,0.55,0.21,0.6606552986340505,220.52239177457903,1222.2123024729933
787,19,Charles Barkley,1610612755,PHL,80,2952,595,1041,0.572,17,75,0.227,396,578,0.685,354,672,1026,312,173,125,350,333,1603,2261,0.89,0.49,0.618766019207609,205.64995570965493,1645.91761109224
1450,31,Kevin McHale,1610612738,BOS,68,2397,561,978,0.574,0,0,0.0,326,420,0.776,171,380,551,181,29,134,149,192,1448,1683,1.22,0.2,0.6226350189198486,192.88608721332653,1479.3808049535603
76003,7,Kareem Abdul-Jabbar,1610612747,LAL,79,2629,755,1338,0.564,0,2,0.0,336,439,0.765,133,345,478,280,67,130,203,248,1846,1912,1.38,0.33,0.6028109407246793,191.1268523435595,1877.756080357376
77134,82,Steve Johnson,1610612759,SAN,71,1828,362,573,0.632,0,0,0.0,259,373,0.694,143,319,462,95,44,66,191,291,983,1134,0.5,0.23,0.6667842413718255,190.37662785953725,1012.8452626438029
77685,28,Larry Nance,1610612756,PHX,73,2484,582,1001,0.581,0,8,0.0,310,444,0.698,169,449,618,240,70,130,210,247,1474,1769,1.14,0.33,0.6160353070981978,182.42586301715306,1506.8223611621918
1460,26,James Worthy,1610612747,LAL,75,2454,629,1086,0.579,0,13,0.0,242,314,0.771,136,251,387,201,82,77,149,195,1500,1569,1.35,0.55,0.6126650111096589,177.03055924225623,1523.085217618612
76539,109,Darryl Dawkins,1610612751,NJN,51,1207,284,441,0.644,0,1,0.0,210,297,0.707,85,166,251,77,16,59,124,227,778,813,0.62,0.13,0.6804506017352364,163.87698662777316,802.2512594458437
77626,29,Sidney Moncrief,1610612749,MIL,73,2567,470,962,0.489,33,103,0.32,498,580,0.859,115,219,334,357,103,18,174,178,1471,1535,2.05,0.59,0.6042556687479461,157.25536406440867,1513.0561945448571
77142,40,Magic Johnson,1610612747,LAL,72,2578,483,918,0.526,10,43,0.233,378,434,0.871,85,341,426,907,113,16,273,133,1354,2052,3.32,0.41,0.610481892944741,156.69330385731845,1385.793896984562
1449,4,Larry Bird,1610612738,BOS,82,3113,796,1606,0.496,82,194,0.423,441,492,0.896,190,615,805,557,166,51,266,182,2115,2567,2.09,0.62,0.5802532812431412,143.7125163046347,2149.258153724595
76826,42,Mike Gminski,1610612751,NJN,81,2525,491,949,0.517,0,1,0.0,351,393,0.893,206,462,668,133,56,71,140,163,1333,1621,0.95,0.4,0.5940708784940102,120.54525538109232,1361.0163826297774
76385,46,Maurice Cheeks,1610612755,PHL,82,3270,490,913,0.537,4,17,0.235,282,335,0.842,55,180,235,753,207,27,238,160,1266,1774,3.16,0.87,0.5969445492267068,119.91506438200885,1289.9971708789135
894,62,Ricky Pierce,1610612749,MIL,81,2147,429,798,0.538,3,23,0.13,266,310,0.858,94,137,231,177,83,6,107,252,1127,1104,1.65,0.78,0.603060787671233,117.42252627911174,1149.43386130137
76516,113,Brad Davis,1610612742,DAL,82,1971,267,502,0.532,32,89,0.36,198,228,0.868,26,120,146,467,57,15,110,174,764,1074,4.25,0.52,0.6342143710984194,114.280770068687,781.3521051932527
76726,33,Sleepy Floyd,1610612744,GOS,82,2764,510,1007,0.506,39,119,0.328,351,441,0.796,76,221,297,746,157,16,290,199,1410,1749,2.57,0.54,0.5869912742290015,111.79399403511378,1441.0635782321988
76176,9,Rolando Blackman,1610612742,DAL,82,2787,677,1318,0.514,4,29,0.138,404,483,0.836,88,203,291,271,79,25,189,138,1762,1519,1.43,0.42,0.5756213574471422,106.56796984068806,1795.3630138776364
77030,18,Roy Hinson,1610612739,CLE,82,2834,621,1167,0.532,0,4,0.0,364,506,0.719,167,472,639,102,62,112,188,316,1606,1645,0.54,0.33,0.5778475000719611,103.35752378085763,1641.0869002043694
305,44,Robert Parish,1610612738,BOS,81,2567,530,966,0.549,0,0,0.0,245,335,0.731,246,524,770,145,65,116,187,215,1305,1688,0.78,0.35,0.5860427519310221,101.08268751773223,1328.558918627627
76583,120,James Donaldson,1610612742,DAL,83,2682,256,459,0.558,0,0,0.0,204,254,0.803,171,624,795,96,28,139,123,189,716,1398,0.78,0.23,0.6272338636204359,100.53399338556076,735.1180881631508
77487,69,Cedric Maxwell,1610612746,LAC,76,2458,314,661,0.475,0,3,0.0,447,562,0.795,241,383,624,215,61,29,206,252,1075,1336,1.04,0.3,0.5917778658563438,94.81015237831792,1114.909499273352
901,116,Otis Thorpe,1610612758,SAC,75,1675,289,492,0.587,0,0,0.0,164,248,0.661,137,283,420,84,35,34,123,233,742,905,0.68,0.28,0.6171812616449295,93.29597922198744,760.3673143465531
76673,1,Alex English,1610612743,DEN,81,3024,951,1888,0.504,1,5,0.2,511,593,0.862,192,213,405,320,73,29,249,235,2414,1973,1.28,0.29,0.5616774938108445,88.35641919397307,2453.96897045958
77516,131,Tim McCormick,1610612760,SEA,77,1705,253,444,0.57,1,2,0.5,174,244,0.713,140,263,403,83,19,28,110,219,681,843,0.76,0.17,0.6175638421358096,86.15633475146348,699.0822692977365
78386,64,Mel Turpin,1610612739,CLE,80,2292,456,838,0.544,0,4,0.0,185,228,0.811,182,374,556,55,65,106,134,260,1097,1320,0.41,0.48,0.5845553755648393,82.06500806476157,1112.993435075454
77756,148,Mark Olberding,1610612758,SAC,81,2157,225,403,0.558,0,2,0.0,162,210,0.771,113,310,423,266,43,23,148,276,612,993,1.8,0.29,0.6176826806620913,77.44833367723126,627.5656035526848
78369,16,Kelly Tripucka,1610612765,DET,81,2626,615,1236,0.498,12,25,0.48,380,444,0.856,116,232,348,265,93,10,183,167,1622,1470,1.45,0.51,0.5665940084954169,73.30824790962134,1652.1881287726355
64,48,Sam Perkins,1610612742,DAL,80,2626,458,910,0.503,11,33,0.333,307,377,0.814,195,490,685,153,75,94,145,212,1234,1574,1.05,0.52,0.5734840316763951,70.36996688795001,1259.94441759304
