PLAYER_ID,RANK,PLAYER,TEAM_ID,TEAM,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,EFF,AST_TOV,STL_TOV,TS%,fgadd,tstotal
600014,30,Artis Gilmore,1610612759,SAN,81,2756,532,854,0.623,0,2,0.0,484,646,0.749,231,615,846,131,40,173,241,306,1548,2013,0.54,0.17,0.6799971886421141,321.1951689602872,1600.7133820635365
76003,18,Kareem Abdul-Jabbar,1610612747,LAL,79,2630,723,1207,0.599,0,1,0.0,289,395,0.732,162,460,622,249,63,162,197,238,1735,2044,1.26,0.32,0.6282589803012747,237.9457200982995,1764.7794756662806
77142,40,Magic Johnson,1610612747,LAL,77,2781,504,899,0.561,7,37,0.189,391,464,0.843,90,386,476,968,113,25,305,155,1406,2215,3.17,0.37,0.6372602342361942,211.97109587474773,1441.4826498422713
893,1,Michael Jordan,1610612741,CHI,82,3144,837,1625,0.515,9,52,0.173,630,746,0.845,167,367,534,481,196,69,291,285,2313,2398,1.65,0.67,0.5920931375560607,193.97580912661658,2366.0041776740186
1450,28,Kevin McHale,1610612738,BOS,79,2653,605,1062,0.57,0,6,0.0,355,467,0.76,229,483,712,141,28,120,157,234,1565,1840,0.9,0.18,0.6173667434594629,191.25751686144648,1599.5972323034682
78615,14,Orlando Woolridge,1610612741,CHI,77,2816,679,1225,0.554,0,5,0.0,409,521,0.785,158,277,435,135,58,38,178,185,1767,1597,0.76,0.33,0.607533832104742,190.09405548490722,1804.9830151831884
76583,94,James Donaldson,1610612746,LAC,82,2392,351,551,0.637,0,0,0.0,227,303,0.749,168,500,668,48,28,130,206,217,929,1321,0.23,0.14,0.6787760112228198,189.99164266268147,953.6802957680619
77691,11,Calvin Natt,1610612743,DEN,78,2657,685,1255,0.546,0,3,0.0,447,564,0.793,209,401,610,238,75,33,190,182,1817,1896,1.25,0.4,0.6043934112137097,187.03067016636052,1857.9053460709436
1449,2,Larry Bird,1610612738,BOS,80,3161,918,1760,0.522,56,131,0.427,403,457,0.882,164,678,842,531,129,98,248,208,2295,2751,2.14,0.52,0.5851367613763845,165.3879936592919,2327.088899993881
78404,22,Kiki Vandeweghe,1610612757,POR,72,2502,618,1158,0.534,11,33,0.333,369,412,0.896,74,154,228,106,37,22,116,116,1616,1310,0.91,0.32,0.603309240786094,163.02145536163346,1645.8276088644645
76504,33,Adrian Dantley,1610612762,UTH,55,1971,512,964,0.531,0,0,0.0,438,545,0.804,148,175,323,186,57,8,171,133,1462,1306,1.09,0.33,0.6072437281940521,157.51300022986555,1501.713739823891
78183,14,Derek Smith,1610612746,LAC,80,2762,682,1271,0.537,3,19,0.158,400,504,0.794,174,253,427,216,77,52,230,317,1767,1616,0.94,0.34,0.5918566949811088,147.14023500570397,1802.7954929124576
77685,55,Larry Nance,1610612756,PHX,61,2202,515,877,0.587,1,2,0.5,180,254,0.709,195,341,536,159,88,104,136,185,1211,1526,1.17,0.65,0.6123831870221287,138.21574883893703,1229.6654395404344
1460,39,James Worthy,1610612747,LAL,80,2696,610,1066,0.572,0,7,0.0,190,245,0.776,169,342,511,201,87,67,198,196,1410,1567,1.01,0.44,0.6006133924007497,135.63815584940122,1427.6580337365822
901,73,Otis Thorpe,1610612758,KCK,82,1918,411,685,0.6,0,2,0.0,230,371,0.62,187,369,556,111,34,37,187,256,1052,1188,0.59,0.18,0.6201075167405451,133.2855175659529,1079.607186645289
77264,12,Bernard King,1610612752,NYK,55,2063,691,1303,0.53,1,10,0.1,426,552,0.772,114,203,317,204,71,15,204,191,1809,1474,1.0,0.35,0.5851036302947188,131.22433457264987,1847.757264470722
76385,81,Maurice Cheeks,1610612755,PHL,78,2616,422,741,0.57,6,26,0.231,175,199,0.879,54,163,217,497,169,24,155,184,1025,1434,3.21,1.09,0.6185430143864054,126.06217667098909,1039.7708071835475
76093,111,Gene Banks,1610612759,SAN,82,2091,289,493,0.586,1,3,0.333,199,257,0.774,133,312,445,234,65,13,140,220,778,1133,1.67,0.46,0.6418294614572333,122.1605716162607,797.794020591341
77449,7,Moses Malone,1610612755,PHL,79,2957,602,1284,0.469,0,2,0.0,737,904,0.815,385,646,1031,130,67,123,286,216,1941,2157,0.46,0.23,0.5770740176957473,116.39315770875865,2003.6009894396345
787,64,Charles Barkley,1610612755,PHL,82,2347,427,783,0.545,1,6,0.167,293,400,0.733,266,437,703,155,95,80,209,301,1148,1509,0.74,0.46,0.5985401459854015,108.10936330254646,1176.7299270072995
305,42,Robert Parish,1610612738,BOS,79,2850,551,1016,0.542,0,0,0.0,292,393,0.743,263,577,840,125,56,101,186,223,1394,1764,0.67,0.3,0.5862463412172392,103.53706871120184,1421.647377451805
2,47,Byron Scott,1610612747,LAL,81,2305,541,1003,0.539,26,60,0.433,187,228,0.82,57,153,210,244,100,17,138,197,1295,1225,1.77,0.72,0.5868650980676504,96.76449311343724,1311.056629083131
77487,137,Cedric Maxwell,1610612738,BOS,57,1495,201,377,0.533,0,2,0.0,231,278,0.831,98,144,242,102,36,15,98,140,633,707,1.04,0.37,0.6338620523912522,93.2013747191939,654.1456380677722
78041,127,Jeff Ruland,1610612764,WAS,37,1436,250,439,0.569,0,2,0.0,200,292,0.685,127,283,410,162,31,27,179,128,700,870,0.91,0.17,0.6167618242052583,85.65708226798488,721.6113343201522
78351,52,Andrew Toney,1610612755,PHL,70,2237,450,914,0.492,39,105,0.371,306,355,0.862,35,142,177,363,65,24,224,211,1245,1137,1.62,0.29,0.5816669781349281,83.20796008061532,1269.779013268548
77756,104,Mark Olberding,1610612758,KCK,81,2277,265,528,0.502,0,3,0.0,293,352,0.832,139,374,513,243,56,11,185,298,823,1139,1.31,0.3,0.6025948922211809,83.13430321370343,848.4536082474227
77193,144,Bobby Jones,1610612755,PHL,80,1633,207,385,0.538,0,4,0.0,186,216,0.861,105,192,297,155,84,50,118,183,600,860,1.31,0.71,0.6249479210065828,80.2577163317753,616.1986501124907
77516,119,Tim McCormick,1610612760,SEA,78,1584,269,483,0.557,0,1,0.0,188,263,0.715,146,252,398,78,18,33,114,207,726,850,0.68,0.16,0.6062934259754141,77.11088054761849,745.134620523784
77879,48,Paul Pressey,1610612749,MIL,80,2876,480,928,0.517,7,20,0.35,317,418,0.758,149,280,429,543,129,56,247,258,1284,1645,2.2,0.52,0.5773796676019857,76.92720244603642,1312.9613641269154
76516,103,Brad Davis,1610612742,DAL,82,2539,310,614,0.505,47,115,0.409,158,178,0.888,39,154,193,581,91,10,123,219,825,1253,4.72,0.74,0.5958227409290501,73.49456999808439,837.7267737462444
