PLAYER_ID,RANK,PLAYER,TEAM_ID,TEAM,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,EFF,AST_TOV,STL_TOV,TS%,fgadd,tstotal
201142,1,Kevin Durant,1610612760,OKC,82,3239,794,1668,0.476,128,351,0.365,756,840,0.9,105,518,623,231,112,84,271,171,2472,2293,0.85,0.41,0.6065959952885748,265.8025982777004,2533.1448763250883
2544,2,LeBron James,1610612739,CLE,76,2966,768,1528,0.503,129,387,0.333,593,773,0.767,71,483,554,651,125,77,261,119,2258,2464,2.49,0.48,0.6043508982292358,235.11955516183014,2314.0595893197437
2405,7,Amar'e Stoudemire,1610612756,PHX,82,2838,704,1264,0.557,1,6,0.167,487,632,0.771,230,502,732,82,52,83,213,281,1896,1927,0.39,0.24,0.6147540983606558,226.91375574549937,1942.6229508196723
2730,20,Dwight Howard,1610612753,ORL,82,2843,510,834,0.612,0,7,0.0,483,816,0.592,284,798,1082,144,75,228,274,287,1503,2101,0.53,0.27,0.62990343995172,216.00241048429876,1564.6801448400727
1894,33,Corey Maggette,1610612744,GSW,70,2081,457,886,0.516,13,50,0.26,460,551,0.835,92,281,373,172,51,4,168,231,1387,1299,1.02,0.3,0.6145652405090213,166.3716169438161,1427.6350537024564
2403,64,Nene,1610612743,DEN,82,2755,421,717,0.587,0,2,0.0,293,416,0.704,166,461,627,203,115,82,125,281,1135,1618,1.62,0.92,0.630527532109684,162.02593095759278,1166.4759344029155
959,37,Steve Nash,1610612756,PHX,81,2660,499,985,0.507,124,291,0.426,211,225,0.938,34,234,268,892,42,12,295,108,1333,1752,3.02,0.14,0.6148523985239852,157.83465932096738,1349.6010147601476
1718,42,Paul Pierce,1610612738,BOS,71,2411,409,867,0.472,109,263,0.414,369,433,0.852,39,271,310,218,84,31,166,196,1296,1251,1.31,0.51,0.6127543687117029,151.27484809771184,1327.83871699826
2430,19,Carlos Boozer,1610612762,UTA,78,2673,617,1098,0.562,0,0,0.0,285,384,0.742,181,693,874,247,84,36,212,270,1519,1968,1.17,0.4,0.5994664393508872,145.82286817991996,1546.623413525289
2547,9,Chris Bosh,1610612761,TOR,70,2526,600,1158,0.518,8,22,0.364,470,590,0.797,205,554,759,166,43,68,169,170,1678,1867,0.98,0.25,0.5918453724604966,142.10172803933412,1719.9026523702032
