PLAYER_ID,RANK,PLAYER,TEAM_ID,TEAM,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,EFF,AST_TOV,STL_TOV,TS%,fgadd,tstotal
203507,2,Giannis Antetokounmpo,1610612749,MIL,71,2500,820,1338,0.613,34,123,0.276,505,769,0.657,190,628,818,461,85,75,242,207,2179,2594,1.91,0.35,0.6499200649025269,239.988471987525,2238.974623589205
1628983,3,Shai Gilgeous-Alexander,1610612760,OKC,71,2444,763,1416,0.539,92,252,0.365,532,610,0.872,62,332,394,447,148,64,156,179,2150,2316,2.87,0.95,0.6382094514367134,199.47155192848163,2196.7169318451674
203999,6,Nikola Jokic,1610612743,DEN,73,2524,758,1310,0.579,73,214,0.341,335,407,0.823,208,691,899,656,94,66,214,178,1924,2801,3.06,0.44,0.6460364788997234,199.1137914703087,1955.5524216294627
201142,8,Kevin Durant,1610612756,PHX,69,2561,699,1323,0.528,156,371,0.42,345,404,0.854,37,428,465,357,63,88,231,121,1899,1958,1.54,0.27,0.6326794424158426,159.8877529575438,1929.67229936832
1629655,141,Daniel Gafford,1610612742,DAL,68,1682,316,443,0.713,0,0,0.0,116,168,0.69,188,341,529,104,62,141,67,212,748,1338,1.55,0.93,0.7235162114060203,150.99496816064766,762.5860868219454
1628386,58,Jarrett Allen,1610612739,CLE,72,2279,480,761,0.631,0,5,0.0,223,299,0.746,226,533,759,196,49,77,113,140,1183,1794,1.74,0.43,0.6627005467419558,150.12928282561836,1206.7776956171015
1628960,98,Grayson Allen,1610612756,PHX,69,2318,311,616,0.505,189,403,0.469,115,131,0.878,43,220,263,217,60,43,88,146,926,1100,2.47,0.68,0.687310729766641,145.9139224562307,936.8045246719316
1627734,28,Domantas Sabonis,1610612758,SAC,75,2686,588,981,0.599,31,81,0.383,266,377,0.706,264,763,1027,624,67,44,248,227,1473,2483,2.52,0.27,0.6421770368303571,144.8304320790559,1502.0520891462052
1629029,1,Luka Doncic,1610612742,DAL,66,2471,762,1558,0.489,262,687,0.381,454,581,0.781,54,551,605,647,97,34,263,135,2240,2437,2.46,0.37,0.6175426214684281,137.84409842758532,2283.0550715687787
203497,90,Rudy Gobert,1610612750,MIN,70,2381,367,561,0.654,0,3,0.0,227,357,0.636,258,645,903,91,43,148,109,219,961,1713,0.83,0.39,0.6691454991087343,131.46575247967448,989.6661931818181
2544,14,LeBron James,1610612747,LAL,67,2354,637,1189,0.536,144,346,0.416,282,377,0.748,56,430,486,544,79,36,224,76,1700,1974,2.43,0.35,0.627361832782239,129.77318526205585,1728.3818493150684
203954,54,Joel Embiid,1610612755,PHI,35,1186,408,768,0.531,41,115,0.357,368,415,0.887,90,300,390,200,42,60,132,102,1225,1378,1.51,0.32,0.6443298969072164,125.00577639141389,1257.0876288659792
202695,20,Kawhi Leonard,1610612746,LAC,68,2330,610,1162,0.525,140,336,0.417,253,286,0.885,84,332,416,244,111,59,119,97,1613,1739,2.05,0.93,0.6262423903590508,120.02127289216335,1634.4926388371227
1630208,168,Nick Richards,1610612766,CHA,64,1702,249,362,0.688,0,1,0.0,129,176,0.733,168,358,526,51,24,74,69,165,627,1073,0.74,0.35,0.713407973784817,119.83567090807348,642.0671764063353
1629021,123,Moritz Wagner,1610612753,ORL,74,1315,307,509,0.603,37,108,0.343,155,193,0.803,110,213,323,92,35,20,90,147,806,946,1.02,0.39,0.6785425646551725,119.02354228808602,821.7150457974138
204001,72,Kristaps Porzingis,1610612738,BOS,54,1613,373,723,0.516,105,283,0.371,248,288,0.861,93,287,380,110,37,103,85,150,1099,1254,1.29,0.43,0.646683613425599,115.18335175333753,1121.3493856799887
203076,10,Anthony Davis,1610612747,LAL,72,2577,680,1227,0.554,27,99,0.273,397,486,0.817,224,695,919,251,83,170,151,167,1784,2420,1.66,0.55,0.6190833125121458,114.14868749138658,1820.1049387857086
