PLAYER_ID,RANK,PLAYER,TEAM_ID,TEAM,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,EFF,AST_TOV,STL_TOV,TS%,fgadd,tstotal
600014,33,Artis Gilmore,1610612759,SAN,82,2797,556,888,0.626,0,6,0.0,367,496,0.74,299,685,984,126,40,192,254,273,1479,2106,0.5,0.16,0.6684806190338444,311.45291678084175,1518.7879664448944
78404,2,Kiki Vandeweghe,1610612743,DEN,82,2909,841,1537,0.547,15,51,0.294,489,559,0.875,124,313,437,203,66,38,177,198,2186,1987,1.15,0.37,0.6130255305783641,296.5547475606054,2227.1217525911966
76003,13,Kareem Abdul-Jabbar,1610612747,LAL,79,2554,722,1228,0.588,0,2,0.0,278,371,0.749,167,425,592,200,61,170,200,220,1722,1946,1.0,0.3,0.6188723728472442,247.29155305664304,1749.5521980391593
77626,15,Sidney Moncrief,1610612749,MIL,76,2710,606,1156,0.524,1,10,0.1,499,604,0.826,192,245,437,300,113,23,197,180,1712,1733,1.52,0.57,0.6020706729687149,206.08306264949368,1755.6380823767724
76362,50,Bill Cartwright,1610612752,NYK,82,2468,455,804,0.566,0,0,0.0,380,511,0.744,185,405,590,136,41,127,204,315,1290,1500,0.67,0.2,0.6269196376501692,202.41147528012428,1328.4427121807087
433,39,Buck Williams,1610612751,NJN,82,2961,536,912,0.588,0,4,0.0,324,523,0.62,365,662,1027,125,91,110,246,270,1396,1928,0.51,0.37,0.6111441880012609,187.16554939673597,1434.3554092389593
77691,18,Calvin Natt,1610612757,POR,80,2879,644,1187,0.543,3,20,0.15,339,428,0.792,214,385,599,171,63,29,203,184,1630,1657,0.84,0.31,0.592589361021435,171.4596813256016,1660.435389582061
78041,26,Jeff Ruland,1610612764,WAS,79,2862,580,1051,0.552,1,3,0.333,375,544,0.689,293,578,871,234,74,77,297,312,1536,1855,0.79,0.25,0.5951827397005486,168.77582616178742,1574.8535292476515
77142,46,Magic Johnson,1610612747,LAL,79,2907,511,933,0.548,0,21,0.0,304,380,0.8,214,469,683,829,176,47,301,200,1326,2262,2.75,0.58,0.6026177058716596,159.9606519187941,1353.4793673877475
77449,6,Moses Malone,1610612755,PHL,78,2922,654,1305,0.501,0,1,0.0,600,788,0.761,445,749,1194,101,89,157,264,206,1908,2346,0.38,0.34,0.5775797350640545,156.92733994200088,1962.615939747657
